text,l1,l2,l3
"Maryam Amirteymour-Kalali (25 October 1914 – 4 October 2005) (Persian: مریم امیرتیمور کلالی‎‎), was a Persian noblewoman, major landowner and numerous charities' patron. She was the niece of Amirteymour Kalali.",Agent,Politician,President
"Riza Sapunxhiu (Serbian: Риза Сапунџију, Riza Sapundžiju) (15 March 1925 – 6 September 2008) was a Kosovo Albanian communist politician and economist of the former Yugoslavia. He was born in Peć, at the time in the Kingdom of Serbs, Croats and Slovenes. He served as Deputy Prime Minister and Prime Minister of Kosovo prior to becoming its representative in the Yugoslav Presidency. From 1980 to 1982, Sapunxhiu served as Prime Minister of Kosovo. In 1981, he headed the Kosovar delegation in a historical visit to Albania. This visit paved the way for closer relations between Albania and the Albanian community in Kosovo and the Albanian community in the Former Yugoslavia. As a successful economist, in 1982, Sapunxhiu became an official at the World Bank. When the Yugoslav crisis began, he opposed the idea of a civil war and did not effectually vote, though he was registered as voting pro. Nevertheless, the civil war was not declared due to opposition by other members of the presidency. Had the Yugoslav state continued, Sapunxhiu was set to take over chairman of the presidency.",Agent,Politician,President
"Gale Katchur is a Canadian politician and current mayor of Fort Saskatchewan, Alberta.",Agent,Politician,President
"Johannes Hermanus \""Hans\"" Grobler was a Boer politician who came to prominence in the South African Republic. Born in Olifantsrivier, Cape Colony on the 6th November 1813 and he died in Gemsboksheuvel, Ermelo, on the 9th September 1892. He served as the Acting President of the Executive Council of the South African Republic from 15 September 1860 until 6 December 1860.",Agent,Politician,President
"Ernest Adegunle Oladeinde Shonekan (born 9 May 1936 in Lagos, Colonial Nigeria) is a British-trained Nigerian lawyer, industrialist, politician and traditional chieftain. He was appointed as interim president of Nigeria by General Ibrahim Babangida on 26 August 1993. Babangida resigned under pressure to cede control to a democratic government. Shonekan's transitional administration only lasted three months, as a palace coup led by General Sani Abacha forcefully dismantled the remaining democratic institutions and brought the government back under military control on 17 November 1993. Prior to his political career, Shonekan was the chief executive of the United African Company of Nigeria PLC (UAC), a large Nigerian conglomerate.",Agent,Politician,President
"Viktoras Muntianas (born 11 November 1951 in Marijampolė, Lithuanian SSR) is a Lithuanian politician of Moldovan descent and former Speaker of the Seimas. In 1968 he graduated from the high school in Marijampolė. In 1973 he enrolled in the Vilnius Civil Engineering Institute, completing his studies in 1978. Between 1986 and 1990 he was first deputy of Kėdainiai municipality chairman. Later he started a career in business, becoming manager of Ūkio bankas filial in Kėdainiai in 1994. After two years he became vice-president of Vikonda concern. Soon afterwards Muntianas renewed his political career. On 1997 he became mayor of Kėdainiai; in 2004 he was elected to the Seimas. Muntianas was Speaker of the Seimas from 2006 until resigning on 1 April 2008.",Agent,Politician,President
"Vice-Senior General Maung Aye (Burmese: မောင်အေး [màʊɴ ʔé]; born 25 December 1937) is a Burmese military figure who was Vice Chairman of the State Peace and Development Council (SPDC), the ruling military junta of Burma, from 1993 to 2011. Maung Aye was the second highest-ranking member of the SPDC.",Agent,Politician,President
"The Russian Presidency of Boris Yeltsin, was the executive branch of the federal government of the Russian Federation from June 12, 1991 to December 31, 1999. Yeltsin was the first Russian president, and during his presidency, the country has suffered from a widespread corruption, and as a result of persistent low oil and commodity prices during the 1990s, Russia suffered inflation, economic collapse and enormous political and social problems that affected Russia and the other former states of the USSR. Within a few years of his presidency, many of Yeltsin's initial supporters had started to criticize his leadership, and Vice President Alexander Rutskoy even denounced the reforms as \""economic genocide\"". Ongoing confrontations with the Supreme Soviet climaxed in the 1993 Russian constitutional crisis in which Yeltsin illegally ordered the dissolution of the Supreme Soviet parliament, which as a result decided to try to remove him from office. In October 1993, troops loyal to Yeltsin stopped an armed uprising outside of the parliament building, leading to a number of deaths. Yeltsin then scrapped the existing Russian constitution, banned political opposition and deepened his efforts to transform the economy. On December 31, 1999, under enormous internal pressure, Yeltsin announced his resignation, leaving the presidency in the hands of his chosen successor, then-Prime Minister Vladimir Putin. Yeltsin left office widely unpopular with the Russian population.",Agent,Politician,President
"Edgar Faure (French: [ɛdɡaʁ foʁ]; 18 August 1908 – 30 March 1988) was a French politician, essayist, historian, and memoirist.",Agent,Politician,PrimeMinister
"Henric Ștefan Streitman (first name also Henric Șt., Henri or Henry, last name also Streitmann, Streittman, Ștraitman; 1873 – 1949) was a Romanian journalist, translator and political figure, who traversed the political spectrum from socialism to the far-right. He was a physicist, social commentator and publisher, known for both his polemical stances and his erudition. Often struggling financially, Streitman set up several short-lived periodicals, and involved himself in the cultural and political debates, from 1889 to the time of his death. In his early years, he was a promoter of natural selection ideas, and a translator of Marxist and naturalist literature. A Romanian Jew who only preserved loose links with Judaism, Streitman left socialism behind before World War I, moving closer to the National Liberal Party, working alongside Ion G. Duca and Constantin Banu; he returned to public life in the 1920s as an anticommunist. He then affiliated with the People's Party, serving two terms in the Senate of Romania, where he represented Bukovina. He associated with figures on the Romanian far-right, including Octavian Goga and Pamfil Șeicaru, and eventually joined the National Agrarian Party in 1932. However, in the late 1930s, the ascent of antisemitism put his political career on hold. Streitman turned to Nazi collaborationism during World War II, becoming president of the Central Jewish Office. This assignment pitted him against non-collaborationists such as A. L. Zissu, whom Streitman had imprisoned. However, his was a ceremonial office, with many of its functions supplanted by the executive leader, Nandor Gingold. Streitman survived the war by a few years, but, unlike Gingold, was never brought before the Romanian People's Tribunals.",Agent,Politician,PrimeMinister
"Raffaele Lombardo Italian pronunciation: [raffaˈɛːle lomˈbardo]; (born on 29 October 1950 in Catania) is a convicted criminal, formerly an Italian politician who was President of Sicily and former Member of the European Parliament for Islands with the Movement for the Autonomies and has sat on the European Parliament's Committee on Civil Liberties, Justice and Home Affairs. In 2005 he split off from the Union of Christian and Centre Democrats (UDC) to form the autonomist Sicilian-based Movement for Autonomy, after he had accused the UDC leadership of being too centralist. On 2008 he was elected as President of Sicily, obtaining over 65% of the regional votes and defeating Anna Finocchiaro of the Democratic Party. On 31 July 2012 he resigned from the presidency because he was under investigation for external contribution with mafia and pork-barrelling, as it appears that he had relationships with some figure of Cosa Nostra. Nevertheless, in the following elections he managed to have his 23 years old son Toti elected in the Sicilian Regional Assembly. On 19 February 2014, he was sentenced to six years and eight months in prison for Mafia association.",Agent,Politician,PrimeMinister
"Adriana Fabbri Seroni, commonly known as Adriana Seroni, (June 9, 1922 – April 9, 1984) was an Italian journalist and politician of the Communist Party, member of the Italian Chamber of Deputies from 1972 to 1984.",Agent,Politician,PrimeMinister
"Paul Raymond Bérenger GCSK, MP (born 26 March 1945) is a Mauritian politician who currently serves as Leader of the Opposition. He was Prime Minister of Mauritius from 2003 to 2005. He has been Leader of the Opposition on several occasions — from 1983 to 1987, 1997 to 2000, 2005 to 2006, 2007 to 2013, October 2013 to 15 September 2014. Following his party's defeat in the 2014 general elections, he became Leader of the opposition for the sixth time, making him the longest ever to serve in this constitutional position. He was also Deputy Prime Minister from 1995 to 1997 and again from 2000 to 2003, and he was a cabinet minister in the government of Anerood Jugnauth in 1982 and 1991. Bérenger, a Christian of Franco-Mauritian descent, has been the only non-Hindu Prime Minister of Mauritius. He was also the first Caucasian politician to lead an African country since the end of colonial rule.",Agent,Politician,PrimeMinister
"Gösta Ingvar Carlsson (born 9 November 1934) is a Swedish politician who twice served as Prime Minister of Sweden, first from 1986 to 1991 and again from 1994 to 1996. He was leader of the Swedish Social Democratic Party from 1986 to 1996. He is best known for leading Sweden into the European Union. Carlsson was a member of the Riksdag from 1965 to 1996 representing the constituency of Stockholm County (until 1970 in the Lower House). He served as Minister of Education from 1969 to 1973, as Minister of Housing in 1973 and again from 1974 to 1976 and as Minister of Environmental affairs from 1985 to 1986. He served as Deputy Prime Minister from 1982 to 1986 and assumed office as Prime Minister of Sweden upon the assassination of Prime Minister Olof Palme in 1986.",Agent,Politician,PrimeMinister
"Mustafa Bülent Ecevit (Turkish: [byˈlænt edʒeˈvit]; 28 May 1925 – 5 November 2006) was a Turkish politician, poet, writer, scholar, and journalist, who served as the Prime Minister of Turkey four times between 1974 and 2002. He served as prime minister of Turkey in 1974, 1977, 1978–79, and 1999–2002. He was the leader of the Republican People's Party (CHP) between 1972 and 1980, and in 1989 he became the leader of the Democratic Left Party (DSP).",Agent,Politician,PrimeMinister
"Field Marshal Sarit Thanarat (Thai: สฤษดิ์ ธนะรัชต์, alternatively spelled Dhanarajata) (June 16, 1908 – December 8, 1963) was a Thai career soldier who staged a coup in 1957, thereafter serving as Thailand's Prime Minister until his death in 1963. He was born in Bangkok, but grew up in his mother's home town in Lao-speaking northeastern Thailand and considered himself an Isan. His father, Major Luang Ruangdetanan (birth name Thongdi Thanarat), was a career army officer best known for his translations into Thai of Cambodian literature. During his years as prime minister Sarit was a patron of his cousin, the Lao strongman General Phoumi Nosavan, against the communist Pathet Lao guerrillas in the neighboring Kingdom of Laos.",Agent,Politician,PrimeMinister
"Bo Östen Undén (25 August 1886 – 14 January 1974) was a Swedish academic (J.D.), civil servant and Social Democratic politician, serving as acting Prime Minister of Sweden 6 – 11 October 1946, following the death of Per Albin Hansson. In 1917, he was appointed professor and head of the department of civil law at Uppsala University, but he came to divide his career between politics and academia, which prompted his resignation from the position as rector magnificus (1929–1932) of that university. He served as the foreign ministry's expert on international law, as Minister for Foreign Affairs of Sweden 1924–1926 and 1945–1962, minister without portfolio 1917–1920 and 1932–1936, the government's chancellor for universities 1937–1951, and he chaired the parliament's committee on foreign relations during World War II. Östen Undén was much respected, particularly within the Social Democratic Party, but was never uncontroversial. He belonged, together with Ernst Wigforss, clearly to the left-wing faction of the Social Democrats, and has in retrospect been criticised for a much too rosy view of the Soviet Union that remained for all of his time as Foreign Minister, ending in 1962. At the same time, Undén must be acknowledged as a chief representative for Sweden's covert Cold War adaptation to the United States, as in his view Swedish governmental agencies, including the Defence Forces, were free to conclude any agreements with foreign powers and agencies that didn't literally contradict international treaties Sweden was a party of – as long as he and his ministry wasn't formally involved. As an effect, the Swedish government could even before the founding of NATO agree to build air bases in eastern Scandinavia suitable for bombing missions against Leningrad. Similar adaptations included integration in the US embargo policy from the Korean War and on, and an agreement signed with the Kennedy administration including some guarantees for US support in case of a Soviet attack. In 1961, his proposal, \""The Undén Plan\"", argues that states without nuclear weapons should declare that they refused to produce such weapons and to refuse to receive and store such weapons. Undén's proposal was accepted by the United Nations General Assembly as a UN resolution with 58 votes in favour (Scandinavia, Warsaw pact, third world countries), 10 votes against (NATO members) and 23 votes of abstention (Latin America, former French colonies in Africa). Undén died on 14 January 1974, aged 87.",Agent,Politician,PrimeMinister
"Luis Durnwalder (born 23 September 1941) is a politician of Italy, former governor of the (mainly German-speaking) autonomous province of South Tyrol from 1989 until 2014, and vice-president of Trentino-Alto Adige/Südtirol, in Northern Italy.",Agent,Politician,PrimeMinister
"Félix Jules Méline (French pronunciation: ​[ʒyl melin]; 20 May 1838 – 21 December 1925) was a French statesman, prime minister from 1896 to 1898.",Agent,Politician,PrimeMinister
Ebenezer Thomas Kendell (31 May 1886 – 7 April 1966) was an Australian politician and a member of the New South Wales Legislative Assembly from 1946 until 1950. He was a member of the Country Party.,Agent,Politician,PrimeMinister
"Khuang Aphaiwong (17 May 1902 - 15 March 1968; Thai: ควง อภัยวงศ์, also spelled Kuang, Abhaiwong, or Abhaiwongse; was three times the prime minister of Thailand: from August 1944 to 1945, from January to May 1946, and from November 1947 to April 1948.",Agent,Politician,PrimeMinister
"Giuseppe Zanardelli (October 29, 1826 – December 26, 1903) was an Italian jurisconsult, nationalist and political figure. He was the Prime Minister of Italy from February 15, 1901 to November 3, 1903. He was a distinguished jurist and eloquent orator. Zanardelli, representing the bourgeoisie from Lombardy, personified the classical 19th-century left liberalism, committed to suffrage expansion, anticlericalism, civil liberties, free trade and laissez-faire economics. Throughout his long political career he was among the most ardent advocats of freedom of conscience and divorce.",Agent,Politician,PrimeMinister
"Yuriy Kostenko (Ukrainian: Юрій Іванович Костенко; born 6 December 1951 in Nova Obodivka, Vinnytsia Oblast) is a Ukrainian politician and leader of the Ukrainian People's Party.",Agent,Politician,PrimeMinister
"Yıldırım Akbulut (Turkish pronunciation: [jɯɫdɯˈɾɯm akbuˈɫut]; born 15 November 1935 in Erzincan) is a Turkish politician, who was a leader of the Anavatan Partisi (Motherland Party), a former Prime Minister of Turkey and twice the Speaker of the Grand National Assembly of Turkey.",Agent,Politician,PrimeMinister
"Janez Janša (born 7 December 1970 in Bergamo, Italy, as Davide Grassi) is one of the three contemporary artists who in 2007 changed their names to Janez Janša, the name of the Slovenian right-wing politician Janez Janša. He is a conceptual artist, performer and producer graduated from the Academy of Fine Arts of Milan, Italy. His work has a strong social connotation and is characterized by an inter-media approach. He is co-founder and director of Aksioma – Institute for Contemporary Art, Ljubljana. His first public artistic project was the urban installation \""I Need Money to Be an Artist\"", which was presented first in Ljubljana, Slovenia (1996) and then in Venice, Italy. In 2001 he became President of the Management Board of “Problemarket.com – the Problem Stock Exchange”, a virtual platform on which shares of companies dealing with problems are floated. The following year Janša produced “machinaZOIS” an electromechanical patron that financially supports contemporary artists and artistic productions. Then he started the development of “DemoKino – Virtual Biopolitical Agora”, a virtual parliament that through topical film parables provides the voters with the opportunity to decide on issues that are becoming the essence of modern politics: the questions of life. In 2005 Janša established the platform “RE:akt!” that examines media's role in manipulating perceptions and creating (post)modern historical myths and contemporary mythology. A part of this platform is the project “Mount Triglav on Mount Triglav” by Janez Janša, Janez Janša and Janez Janša. Parallelly to these socio-political projects Janša investigated the field of Virtual Reality and neurofeedback technologies. During 2000-2002 he developed and performed with Darij Kreuh \""Brainscore – Incorporeal Communication\"", a performance for two operators, which act in a virtual reality environment through their avatars. During 2004-2007 he led the project \""Brainloop\"", an interactive performance platform which allows a subject to navigate a virtual space merely by imagining specific motor commands. Janez Janša is editor of the book \""La Carta del Carnaro / The Charter of Carnaro\"" (2009) and co-editor of the textual and pictorial reader \""DemoKino – Virtual Biopolitical Agora\""  (2006), of the book \""NAME - Readymade\""  (2008), \""RE:akt! - Reconstruction, Re-enactment, Re-reporting\""  (2009) and \""Signature\"". In September 2008 Mladina published biography of the three Janez Janšas. and a month later he co-edited (together with Janez Janša (director) and Janez Janša (visual artist)) the book NAME Readymade.",Agent,Politician,PrimeMinister
"Ignazio Roberto Maria Marino (pronounced [iɲˈɲattsjo maˈriːno]; born 10 March 1955, Genoa) is an Italian transplant surgeon and former Mayor of Rome. He is a member of the centre-left Democratic Party and held a seat in the Italian Senate from 2006 until his election as mayor of Rome. He was elected Mayor of Rome in June 2013. On 12 October 2015, Marino resigned from the Office of Mayor amidst an expense scandal, but on 29 October he retired the resignation. Nevertheless, on 30 October he was ousted from his position after 26 of the 48 members of the City Council resigned. As a surgeon, he trained with Thomas Starzl, who had pioneered liver transplantion in humans. In 1992–1993, as a member of Starzl's team at the University of Pittsburgh in the United States, he helped conduct two baboon-to-human liver transplants. He was instrumental in setting up the ISMETT liver transplant centre in Palermo, Sicily, which was founded in 1997. In 2001 he performed the first organ transplant in Italy for a person with HIV. In the United States he has held chairs as Professor of Surgery at the University of Pittsburgh and at the Thomas Jefferson University in Philadelphia.",Agent,Politician,PrimeMinister
"Ivan Yordanov Kostov (Bulgarian: Иван Йорданов Костов) (born 23 December 1949, in Sofia) was the 47th Prime Minister of Bulgaria in office from May 1997 to July 2001 and leader of the Union of Democratic Forces (UDF) between December 1994 and July 2001. Ivan Kostov graduated in Economics from the Karl Marx Higher Institute of Economics (today's University of National and World Economy) in Sofia in 1974, and later earned a Ph.D. in Mathematical Modeling of Economic Processes from Sofia University. He then worked as an associate professor at Sofia Technical University and entered politics after the collapse of the Berlin Wall and the fall of the Bulgarian communist leader, Todor Zhivkov. Kostov became an economic expert for the Union of Democratic Forces (UDF). His political career began as Member of Parliament in the 7th Grand National Assembly in 1990 (he was an MP from 1990 to 2013) and he went on to become Bulgaria's Finance Minister in the two consecutive governments of Dimitar Popov (December 1990 – October 1991) and Filip Dimitrov (November 1991 – December 1992).",Agent,Politician,PrimeMinister
"Antoine Emmanuel Ernest Monis (French pronunciation: ​[ɛʁnɛst mɔni]; 23 May 1846 in Châteauneuf-sur-Charente – 25 May 1929 in Mondouzil) was a French politician of the Third Republic, deputy of Gironde from 1885 to 1889 and then senator of the same department from 1891 to 1920. He was also Minister of Justice in Pierre Waldeck-Rousseau's Bloc des gauches's cabinet (1899–1902) and Minister of the Navy in Gaston Doumergue's cabinet in 1913–1914. Monis and his son were both injured in the opening event of the 1911 Paris to Madrid air race.",Agent,Politician,PrimeMinister
"The Monteith Correctional Complex is a medium/maximum security prison located in Monteith, a community in Iroquois Falls, Ontario. During World War II, Monteith Correctional Complex detained captured German soldiers, and was known as POW Camp 23.",Place,Building,Prison
"The Suwannee Correctional Institution (also SCI) is a Level 7 security prison facility for adult males at Live Oak, Florida, 2 miles west of Wellborn. The camp was established in 2009. The Total Staff is 724 (as of April 13, 2014) and has a Maximum Inmate Capacity of 1,505. The nearby Suwannee Correctional Institution Annex was established in 2010. It holds another 1,346 inmates at the same security levels.",Place,Building,Prison
"The Cumberland County Jail is located in Portland, Maine, and is the largest jail in the state. The jail, a division of the Cumberland County Sheriff's Office, is a part of Cumberland County government and is wholly operated by the elected Sheriff. In 2002 it became the first jail in the state of Maine to receive national accreditation from the American Correctional Association, at the time putting it among only 4% of adult correctional facilities in the USA to have been so accredited. It has the capacity to accommodate 600 inmates, and employs over 200 staff (including 130 Corrections Officers). Most inmates are serving short sentences or awaiting trial. The modern cell blocks of the county jail.",Place,Building,Prison
"The Mabel Bassett Correctional Center is an Oklahoma Department of Corrections prison for women located in unincorporated Pottawatomie County, Oklahoma, near McLoud. The facility houses 1241 inmates, most of whom are held at medium security. The facility first opened in 1974, on Martin Luther King Drive in Oklahoma City. It was named for Oklahoma political figure Mabel Bassett, who served as the Commission of Charities and Corrections from 1923 to 1947.",Place,Building,Prison
"The Federal Correctional Institution, Terminal Island (FCI Terminal Island) is a low-security United States federal prison for male inmates in California. It is operated by the Federal Bureau of Prisons, a division of the United States Department of Justice. FCI Terminal Island is located at the entrance to Los Angeles Harbor, between San Pedro and Long Beach.",Place,Building,Prison
"HM Prison Elmley is a local Category B/C men's prison, located close to the village of Eastchurch on the Isle of Sheppey, Kent. The term 'local' means that this prison holds people on remand to the local courts. Elmley once formed part of the Sheppey prisons cluster, which included HMP Standford Hill and HMP Swaleside; it is now a stand-alone establishment. The prison is operated by Her Majesty's Prison Service.",Place,Building,Prison
"The Fayette State Correctional Institution is a 2,000 bed maximum-security prison located in a remote section of Fayette County, Pennsylvania, in the United States. The prison is located southeast of Pittsburgh and was built to replace two institutions (SCI-Waynesburg and SCI-Pittsburgh) to make the Commonwealth's prison system more energy-efficient. It is the only prison in the Commonwealth where Pennsylvania license plates are manufactured, holding that distinction since 2003.",Place,Building,Prison
"Eastern Goldfields Regional Prison is an Australian prison located in Boulder, Western Australia.",Place,Building,Prison
"The Denmar Correctional Center (DCC) is a state prison located near Hillsboro in Pocahontas County, West Virginia, USA. Built on the site of the former Denmar Hospital (a facility for tuberculosis patients which closed in 1990), DCC was converted to a prison in 1993. A further building project was completed in 2000, including an Industries/Vocational Building.",Place,Building,Prison
"Brown Creek Correctional Institution is a state men's prison in Polkton, North Carolina, first opened in July 1993 and operated by the North Carolina Department of Correction. Its official capacity is 1,204 inmates, one of the eight largest prisons in the state. From its opening through 2008, all prisoners were held in medium security; in December 2009, the facility was merged with the former Anson Correctional Center, which brought another three hundred Minimum Custody inmates. As of May 2016, state corrections officials announced a further consolidation. The Brown Creek facility is to be merged with the adjacent Lanesboro Correctional Institution, resulting in a Minimum Custody prison. The move is meant to address staffing challenges and the \""checkered pasts\"" of both facilities.",Place,Building,Prison
"Clerkenwell Bridewell was a prison and correctional institute for prostitutes and vagrants located in the Clerkenwell area, immediately north of the City of London (in the modern London Borough of Islington), between c.1615 and 1794, when it was superseded by the nearby Coldbath Fields Prison in Mount Pleasant. It was named 'Bridewell' after the Bridewell Palace, which during the 16th century had become one of the City of London's most important prisons. Next-door was another prison, the New Prison, built in around 1617. The Clerkenwell House of Detention, also known simply as Clerkenwell Prison, was built on the site of the two former prisons. Today, the site is occupied by the former Hugh Myddleton School (1893-c.1960), in Bowling Green Lane, which has now been converted into flats. The Victorian vaults of the House of Detention can still be accessed from Clerkenwell Close.",Place,Building,Prison
"The Coffeewood Correctional Center is a state prison for men located in Mitchells, Culpeper County, Virginia, owned and operated by the Virginia Department of Corrections. The facility was opened in 1994 and has a working capacity of 1193 prisoners held at a medium security level.",Place,Building,Prison
"California Rehabilitation Center (CRC) is a state prison located in Norco, Riverside County, California. There are about 3400 male inmates at CRC. It is designated a rehabilitation prison, but due to the overcrowding of Prisons in California, many are not there for rehabilitation. Narcotic commitments get an N number. Other inmates are assigned a commitment number based on whatever alphabet the system was on when the individual was committed. Those with N numbers do a rehabilitation program of usually approximately 9 months. The prison is sometimes referenced as \""Norco\"" or \""Norco Prison\"".",Place,Building,Prison
"HM Prison Usk is a Category C men's prison, located in Maryport Street in Usk, Monmouthshire, Wales. The prison is operated by Her Majesty's Prison Service, and jointly managed with the nearby HMP Prescoed.",Place,Building,Prison
"The Union Correctional Institution, formerly referred to as Florida State Prison, Raiford Prison and State Prison Farm is a Florida Department of Corrections state prison located in unincorporated Union County, Florida, near Raiford. First opened in 1913, the prison expanded and restructured many times. State Prison Farm was well known as one of the last prisons in America to abolish the practice of convict leasing in 1923. In 1955 the first buildings of the East Unit were established, across the Bradford county line to the south. In July 1972, the East Unit became the new Florida State Prison, and the old prison was redesignated as Union Correctional Facility. As of 2016 Union remains one of the largest prisons in the Florida system. It houses a maximum capacity of 2,172 adult male prisoners at a range of security levels (Maximum, Close, Medium, Minimum, and Community).",Place,Building,Prison
"The John J. Moran Medium Security Facility is a medium-security state men's prison in Cranston, Providence County, Rhode Island, owned and operated by the Rhode Island Department of Corrections. The facility opened in 1992, and has an operational capacity of 1006 prisoners.",Place,Building,Prison
"The Federal Correctional Complex, Tucson (FCC Tucson) is a United States federal prison complex for male inmates in Arizona. It is operated by the Federal Bureau of Prisons, a division of the United States Department of Justice. The complex consists of two facilities: \n* Federal Correctional Institution, Tucson (FCI Tucson): a medium-security facility. \n* United States Penitentiary, Tucson (USP Tucson): a high-security facility with a satellite prison camp for minimum-security inmates.",Place,Building,Prison
"Central Jail Faisalabad is a jail in Faisalabad, Pakistan located on Jaranwala road nearly 10 kilometres (6.2 mi) east of Faisalabad city.",Place,Building,Prison
"State Correctional Institution – Huntingdon is a close-security correctional facility, located near Huntingdon, in the Allegheny Mountains. SCI Huntingdon was, until the reopening of SCI-Pittsburgh, the oldest-operating state correctional facility in the Commonwealth of Pennsylvania.",Place,Building,Prison
"The Metropolitan Correctional Center, New York (MCC New York) is a United States federal administrative detention facility in Manhattan, New York which holds male and female prisoners of all security levels. It is operated by the Federal Bureau of Prisons, a division of the United States Department of Justice. Most prisoners held at MCC New York have pending cases in the United States District Court for the Southern District of New York. MCC New York also holds prisoners serving brief sentences.",Place,Building,Prison
"The transport infrastructure of Greater Manchester is built up of numerous transport modes and forms an integral part of the structure of Greater Manchester and North West England – the most populated region outside of South East England which had approximately 301 million annual passenger journeys using either buses, planes, trains or trams in 2014. Its position as a national city of commerce, education and cultural importance means the city has one of the largest and most thorough transport infrastructures which is heavily relied upon by its 2.7 million inhabitants in the Greater Manchester conurbation and further afield in the North West region. Public transport comes under the jurisdiction of Transport for Greater Manchester. Greater Manchester has a higher percentage of the motorway network than any other county. According to the Guinness Book of World Records, it has the most traffic lanes side by side (17), spread across several parallel carriageways – the M61 at Linnyshaw Moss, Greater Manchester, close to the M60 interchange. The M60 is one of only two motorways in the UK designated as an 'Orbital Motorway', (the other being the M25 around London), although the latter is not technically an entire orbital motorway as a short non-motorway stretch forms the Dartford Crossing. Greater Manchester still has an extensive city-wide rail network compared with other British cities with over 200 tram and train stations - much of which dates from the Industrial Revolution. Two mainline termini (Piccadilly and Victoria) and four through mainline railway stations in the central area (Deansgate, Oxford Road, Salford Central and Salford Crescent) form the Manchester station group. Ultimately, Manchester sits at a rail bottleneck, and it is hoped investment in the proposed Northern Hub from 2013 to 2019 by Network Rail will alleviate this. Manchester Airport is the third busiest airport in the United Kingdom after Heathrow and Gatwick. The city also has an extensive network of canal systems which converge into Manchester. The Manchester Ship Canal, built in 1894, was the largest ship canal in the world on opening and is incomparable to any other canal in the United Kingdom, which are mostly built for narrowboats and barges. It was the first city in the United Kingdom to re-introduce trams to the streets with the 1992 opening of Manchester Metrolink, which is currently undergoing significant extension and is now the largest network in the UK, having surpassed the Tyne & Wear Metro. As of November 2014 it has 93 stops, with another line to the Trafford Centre also envisaged. No underground system exists in Manchester, however this was proposed on numerous occasions before the Metrolink tram system was built.",Agent,Organisation,PublicTransitSystem
"The Poços de Caldas Monorail was a monorail system that served the city of Poços de Caldas in the state of Minas Gerais, Brazil. Privately owned, the single elevated line connected the bus station to the centre of the city, a total of 6 km (3.7 mi) and 11 stations. Since 2000 the system has been out of service and a section of the track was destroyed in 2003 making it impossible immediately to resume operations. There are plans for its renovation and for services to be reinstated.",Agent,Organisation,PublicTransitSystem
"The Washington Run Railroad was a branch line connected to the B&O Railroad. Although primarily a freight carrier, it also had a passenger car, and ran a passenger service as well. It ran from Layton, Pennsylvania, crossed the Youghiogheny River on a bridge, then passed through a tunnel to continue to Perryopolis, Pennsylvania. From there, it continued to Star Junction, Pennsylvania, on a track that ran parallel to Pennsylvania Route 51. The line carried passengers and freight, including coke produced at Star Junction and coal for the Washington Coal and Coke Company and the Cochran Coal Company. It also served the brickworks in Layton, and had a stop in Victoria, Pennsylvania.",Agent,Organisation,PublicTransitSystem
"The Memphis and Charleston Railroad, completed in 1857, was the first railroad in the United States to link the Atlantic Ocean with the Mississippi River. Chartered in 1846 the 311 miles (501 km) 5 ft (1,524 mm) gauge railroad ran from Memphis, Tennessee to Stevenson, Alabama through the towns of Corinth, Mississippi and Huntsville, Alabama. The portion between Memphis and LaGrange, Tennessee was originally to be part of the LaGrange and Memphis Railroad, chartered in 1838. From Stevenson, the road was connected to Chattanooga, Tennessee via the Nashville and Chattanooga Railroad. In Alabama, the railroad followed the route of the Tuscumbia, Courtland and Decatur Railroad between Tuscumbia and Decatur, the first railroad to be built west of the Appalachian Mountains.",Agent,Organisation,PublicTransitSystem
"The Bari metropolitan railway service is a commuter rail service in the Italian city Bari. It consists of two lines, joining the central railway station, located in the city centre, with the dormitory suburb San Paolo (line FM1) and with the ″Karol Wojtyła″ Airport and the city of Bitonto (line FM2). The system is operated by Ferrotramviaria. The national railway company Trenitalia also operates an urban railway service between Molfetta and Mola di Bari.",Agent,Organisation,PublicTransitSystem
"Starting with a comprehensive report in 2007, and even earlier, several proposals have been made to implement Bus Rapid Transport System (BRTS) in Bangalore. There is lack of clarity on status of these proposals, and many government agencies themselves are not sure if BRTS will be an effective solution for Bangalore.",Agent,Organisation,PublicTransitSystem
Kota railway division is part of West Central Railway Zone of India. Its headquarters is in Kota. The division was formed along with Jabalpur railway division.,Agent,Organisation,PublicTransitSystem
